date,news_title
2020.06.18,"경기도, 183개 기업체 선제 진단검사…검체취합 '풀링검사' 확대"
2020.06.18,마스크대란 때 '매크로'로 1만5천장 사재기해 되판 30대 실형
2020.06.18,"코로나19 피해 쿠팡 노동자, 집단 산재 신청한다"
2020.06.19,"내주 재고면세품 대거 풀린다…신라, 온라인채널로 판매"
2020.06.19,프라다·몽클레어 절반값에…내주 재고면세품 본격 판매(종합)
2020.06.19,프라다·몽클레어 절반값에…내주 대규모 재고면세품 풀린다(종합2보)
2020.06.19,"""플랫폼 규제, 전통적 접근으론 안돼…법 규정 개선 필요"""
2020.06.19,전남농협 아열대 과일 브랜드 '오매향'…프리미엄 시장 공략
2020.06.20,"""코로나 사태 속 비정규직 해고 중단돼야""…서울 도심서 행진"
2020.06.20,"당국 ""코로나19 확산기…비수도권도 집단발병 생기는 위기 상황"""
2020.06.20,'해고금지·중대재해 기업 처벌 촉구'
2020.06.20,'모든 해고 금지'
2020.06.20,거리두기 구호
2020.06.20,비정규직 노동자들의 요구
2020.06.20,'쿠팡에 바란다'
2020.06.20,거리두고 구호
2020.06.20,'코로나19 비정규직 긴급요구안'
2020.06.21,국내 코로나19 사태 5개월…지역-해외발 감염 동시재확산 '비상'
2020.06.23,"쿠팡 ""로켓배송 상품 배송 완료 직전에 살균소독"""
2020.06.23,"쿠팡 ""로켓배송 상품, 배송 완료 직전에 살균소독"""
2020.06.24,"쿠팡, 테크직군 200여명 경력공채…합격시 5천만원 보너스"
2020.06.24,"쿠팡 덕평물류센터, 코로나19 확진자 발생으로 폐쇄"
2020.06.24,"쿠팡 덕평물류센터, 코로나19 확진자 발생으로 폐쇄(종합)"
2020.06.24,쿠팡 덕평물류센터 50대 확진자 의정부에 거주
2020.06.24,코로나19 확진자 발생으로 폐쇄된 쿠팡 덕평물류센터
2020.06.24,폐쇄된 쿠팡 덕평물류센터
2020.06.24,"쿠팡 덕평물류센터 확진자 발생으로 폐쇄…""배송 지연될 수도""(종합2보)"
2020.06.24,의정부서 쿠팡 이천 물류센터 직원 이어 고1 아들 확진(종합)
2020.06.25,꼬리무는 집단감염…부산항 러시아 화물선 이어 동호회 모임까지
2020.06.25,쿠팡 덕평물류센터 확진자와 밀접접촉 189명 자가격리
2020.06.25,[연합뉴스 이 시각 헤드라인] - 08:00
2020.06.25,'온라인 플랫폼법' 만든다…오픈마켓·배달앱 갑질 방지
2020.06.25,대전 방판업체 하루새 13명 늘어 총 71명…'소모임 감염'도 비상
2020.06.25,대전 방판업체 하루새 13명 늘어 총 71명…'소모임 감염'도 비상(종합)
2020.06.26,"[르포] 마힌드라 발 빼는 쌍용차, 평택공장엔 불안감 가득"
2020.06.26,"쿠팡, 판교에 개발자 위한 '스마트 오피스' 개장"
2020.06.26,"당국 ""왕성교회 확진자들, 성가대·MT 밀접접촉으로 감염된 듯"""
2020.06.26,"경기도, 물류·콜센터·결혼·장례식장 방역준수 명령 2주 연장"
2020.06.27,왕성교회 총 19명-주영광교회 11명 확진…소모임 감염도 확산
2020.06.27,"쿠팡 ""덕평물류센터 196명 코로나19 음성""…내일 센터 재가동"
2020.06.27,경기도서 '교회·이웃접촉' 통해 산발 집단확진…당국 비상
2020.06.28,서울 확진자 한달새 약 500명 늘어 1천284명…곧 경북 넘어설듯
2020.06.30,"코로나가 바꾼 기업 브랜드 가치 ""네이버·구글 등 언택트 대세"""
2020.06.30,의정부 한 아파트서 6일간 6명 코로나19 잇단 확진(종합)
2020.07.01,"쿠팡, 첫 확진자 발생한 부천 신선물류센터 내일 재가동"
2020.07.01,"정의선 ""넥쏘 차기 모델 3∼4년 후""…현대차 수소 리더십 키운다"
2020.07.01,수소차 '넥쏘' 타고 온 정의선…현대차 수소 리더십 키운다(종합)
2020.07.01,재학생 확진 의정부 호원고 2일 등교 재개
2020.07.02,확진자 150여명 나온 쿠팡 부천 신선물류센터 재가동
2020.07.02,의정부 장암주공아파트 확진자 3명 추가…누적 9명(종합)
2020.07.02,의정부 아파트발 감염 확산…관련 확진자 총 16명(종합2보)
2020.07.03,'확진자 4명' 광주 아가페실버센터 코로나19 환경검체 분석
2020.07.03,"커피빈, 배달 서비스 도입…전국 102개 점포 대상"
2020.07.05,"""네이버에선 패션·잡화, 쿠팡으론 식품·생활용품 주로 찾는다"""
2020.07.05,친환경 수소물류체계 조기 구축…'수소 물류 얼라이언스' 출범
2020.07.06,"박능후 ""깜깜이 사례 증가 양상…'스스로의 방역'이 중요"""
2020.07.06,"정부 ""물류센터·헬스장도 방역수칙 지키면 추가 확진 없다"""
2020.07.06,"""너튜브랑 건전한 경쟁하게 해달라""…카카오 대표, 국회서 성토"
2020.07.06,국내 유행 코로나19는 '전파력 6배 높다'는 GH 그룹 바이러스
2020.07.06,"국내 코로나19, '전파력 6배' GH그룹…""3~4월 유럽-미국서 유입""(종합)"
2020.07.07,"쿠팡 ""부천물류센터 집단감염 '거짓말' 강사 때문""…소송 검토"
2020.07.07,"쿠팡, 추경민 전 서울시 정무수석 영입…""대관 담당 부사장"""
2020.07.08,"""코로나19로 남편 의식불명인데 쿠팡 측은 연락도 없어"""
2020.07.08,"""코로나19로 남편 의식불명인데 쿠팡 측은 연락도 없어""(종합)"
2020.07.08,"정은경 ""쿠팡 부천물류센터서 방역수칙 제대로 안 지켜져"""
2020.07.08,"""코로나19로 남편 의식불명인데 쿠팡 측은 연락도 없어""(종합2보)"
2020.07.09,"쿠팡, 코로나19 예방 위해 2천400여명 규모 안전감시단 운영"
2020.07.09,"현대건설, 공사현장에 비대면 열화상·안면인식 출입시스템"
2020.07.10,"쿠팡, '근무자간 거리두기 앱' 개발…물류센터·배송캠프 적용"
2020.07.10,쿠팡 물류센터 음성에 둥지…1천억원 투자협약
2020.07.12,"쿠팡, QR코드로 출퇴근 관리·체온 측정 등 자동화"
2020.07.12,전기이륜차로 친환경 배달을…'그린 배달 서포터즈' 출범
2020.07.13,서울 물류센터·택배창고 53곳 모두 'QR 출입관리' 설치완료
2020.07.14,"백패커, 정보람 전 쿠팡 대표 영입…""아이디어스 세계 진출"""
2020.07.14,"쿠팡, 오픈마켓 입점 제품도 로켓배송한다"
2020.07.16,[코로나 6개월] 글로벌 유행속 정점 예측 불가…장기전 모드로
2020.07.16,"""쿠팡 외주업체 조리사 사망 책임자 엄벌"" 유족 등 고소·고발"
2020.07.19,내일부터 수도권 박물관·미술관·도서관 공공시설 문 다시 연다
2020.07.19,내일부터 수도권 박물관·미술관·도서관 공공시설 문 다시 연다(종합)
2020.07.19,내일부터 수도권 공공시설 운영재개…문체부 소관시설 22일부터(종합2보)
2020.07.20,"쿠팡, 로켓배송 개발총괄에 전준희 부사장 영입"
2020.07.21,"와이즈앱 ""네이버 상반기 결제금액 12.5조…역대 최고"""
2020.07.22,"'19개 균종 함유' 프로바이오틱스, 실제는 1개 균종 함량이 88%"
2020.07.22,자기 승용차로 쿠팡·배민 알바 일반인도 보상받는다
2020.07.23,쿠팡 직고용 배송직원 1만명 돌파…'쿠팡맨'→'쿠친'
2020.07.23,쿠팡 규탄 발언하는 권영국 공동대표
2020.07.23,쿠팡 규탄하는 쿠팡발 코로나19 피해자들
2020.07.23,쿠팡의 사과 촉구하는 권영국 변호사
2020.07.23,쿠팡 본사에 세워진 예방수칙 배너
2020.07.23,"""쿠팡, 코로나19 집단감염 피해자에게 사과부터 해야"""
2020.07.24,쿠팡풀필먼트서비스 음성 물류센터 착공…내년까지 1천억원 투입
2020.07.24,쿠팡풀필먼트서비스 음성 물류센터 착공
2020.07.29,코로나 5개월…대기업 직원 1만2천명 줄었다
2020.07.30,스마트폰 이용자 1천100만명 중고거래앱 쓴다…4명중 1명꼴
2020.08.03,"[PRNewswire] 유니온페이 인터내셔날, NH농협카드와 캐릭터 카드 상품 강화"
2020.08.05,"쿠팡·LG화학 등 8개 국내 선두기업, 글로벌 1위와 격차 줄였다"
2020.08.05,[연합뉴스 이 시각 헤드라인] - 08:00
2020.08.05,[그래픽] 업종별 국내 선두기업·글로벌 1위기업 간 격차
2020.08.06,"류호정 ""원피스 말고 일하는 모습도 봐달라"""
2020.08.07,갤노트20U '미스틱 브론즈' 인기…자급제폰 일부 채널서 '품절'
2020.08.09,시각장애인 '온라인쇼핑 소외' 여전…'읽어주는 설명' 낙제점
2020.08.09,"'집단감염' 쿠팡 부천물류센터 근무 중 확진, 산업재해 인정"
2020.08.11,"서경덕 ""위메프 등 온라인 쇼핑몰 18곳 '가미카제' 상품 판매"""
2020.08.11,"온라인 쇼핑몰 업체, 日 가미카제 상품 판매 중단(종합)"
2020.08.11,삼성 올해 브랜드 가치 68조원…카카오는 가장 빠른 성장
2020.08.12,"14일은 '택배 없는 날'…""급한 택배는 배송마감일 확인하세요"""
2020.08.12,"""14일엔 택배 쉽니다""…급한 택배는 배송마감일 확인해야(종합)"
2020.08.13,"[이슈 컷] ""조상들이 뒷목 잡겠네""…가미카제 상품 판 무개념 쇼핑몰"
2020.08.13,내일은 택배기사 쉬는 날…17일부터 배송 재개
2020.08.14,'식품도 신문처럼 정기구매'…10명 중 5∼6명 이용중
2020.08.14,오늘은 '택배 없는 날'…대형 택배사 배송기사 휴무
2020.08.14,"""우린 못 쉬어요""…'택배없는 날'에도 일하는 배송기사들"
2020.08.14,'택배없는 날' 대형 4개 업체만 동참
2020.08.14,"택배없는 날, 대형 4개 업체만 동참"
2020.08.14,[연합시론] 연휴앞 수도권 세자릿수 확진 초비상…성숙한 시민의식 발휘해야
2020.08.15,"쿠팡 인천2배송캠프, 코로나19 확진자 발생으로 폐쇄"
2020.08.16,이틀간 무려 269명…코로나19 전방위·동시다발 확산 양상
2020.08.16,"쿠팡·네이버쇼핑 양강구도 깬다…위메프, '빈선반 채우기' 도전"
2020.08.16,사흘간 무려 548명…전방위-동시다발 확산에 '2차 대유행' 양상(종합)
2020.08.16,"쿠팡 ""인천2배송캠프서 코로나19 추가 확진자 없어"""
2020.08.17,"""10∼20대는 전문쇼핑몰·30대 이상은 종합쇼핑몰 선호"""
2020.08.18,"수도권 상황, '신천지·쿠팡·이태원' 유행 때보다 통제 힘들다"
2020.08.18,'쿠팡은 물류센터 작업환경 개선하라!'
2020.08.18,'쿠팡은 코로나19 피해자에게 사과하라'
2020.08.18,'쿠팡은 코로나19 감염 노동자 및 가족에게 사과하라!'
2020.08.18,'쿠팡 물류센터 내 코로나19 감염문제 해결 촉구!'
2020.08.18,'쿠팡은 코로나19 피해자모임 면담에 응하라!'
2020.08.18,'쿠팡발 코로나19 피해자에게 사과하라!'
2020.08.18,'쿠팡 물류센터 작업환경 개선 촉구!'
2020.08.18,'쿠팡은 코로나19 피해자모임 면담에 응하라'
2020.08.18,"코로나19, 병원·군·경찰까지 전파…신천지때 보다 통제 힘들어(종합)"
2020.08.19,[르포] 무더위 덮친 선별진료소…'찜통 방호복' 입고 코로나19와 사투
2020.08.19,수도권 코로나 확산에 전국 689개교 등교 불발…석 달만에 최다
2020.08.19,수도권 코로나 확산에 전국 689개교 등교 불발…석 달만에 최다(종합)
2020.08.19,"쿠팡 인천4물류센터, 코로나19 확진자 발생으로 폐쇄"
2020.08.19,인천서 쿠팡 물류센터 근무자·수원 환자 접촉자 등 3명 확진
2020.08.19,쿠팡 물류센터 근무자 확진에 직장동료 등 100여명 검사(종합)
2020.08.20,집단감염 사랑제일교회·광화문집회로 코로나19 전국 확산 우려
2020.08.20,[영상] 전국이 '지뢰밭'…사랑제일교회·광화문집회 집단감염 확산
2020.08.20,전국 714개교 등교 불발…하루새 누적 확진 학생·교직원 50명↑
2020.08.20,학생·교직원 하루새 50명 신규 확진…전국 714개교 등교 불발(종합)
2020.08.21,"갤노트20이 단돈 6만원?…""허위·과장광고 속지 말아야"""
2020.08.21,코로나 재유행에 전국 849개교 등교 불발…5월 등교 이후 최다
2020.08.21,인천서 2세 여아·광화문집회 참석자 등 5명 추가 확진
2020.08.21,인천서 인천국제공항 파견근무 소방관과 2세 딸 등 5명 확진(종합)
2020.08.22,"쿠팡 일산1배송캠프, 코로나19 확진자 방문으로 폐쇄"
2020.08.22,"쿠팡 일산1배송캠프, 코로나19 확진자 방문으로 폐쇄(종합)"
2020.08.22,경기도 오늘 19시까지 112명 신규확진…코로나 발생후 하루 최다
2020.08.23,"""간신히 회복세로 돌아섰는데""…유통업계 '코로나 재충격' 공포"
2020.08.24,"쿠팡, 코로나19 확진자 발생한 인천4물류센터 재가동"
2020.08.24,"쿠팡, 직원 코로나19 확진에 서울 본사 사옥 폐쇄"
2020.08.24,"쿠팡, 직원 코로나19 확진에 서울 본사 사옥 폐쇄(종합)"
2020.08.24,잠실 본사 사옥 폐쇄한 쿠팡
2020.08.24,"쿠팡 본사 직원, 코로나19 확진"
2020.08.24,"쿠팡 직원 코로나19 확진, 서울 본사 사옥 폐쇄"
2020.08.25,[일지] 코로나19에 가로막힌 등교…수도권 유초중고 원격수업 전환
2020.08.25,"""코로나 여파 상반기 음식배달 늘고 극장·항공·여행 줄었다"""
2020.08.26,"서울시, 물류시설 조끼·장갑·작업화 등 공용물품 전면금지"
2020.08.26,인천 하루 최다 60여명 확진 비상…집단감염·산발적 감염 겹쳐
2020.08.26,인천 하루 최다 64명 확진 '비상'…교회 집단감염에 깜깜이 겹쳐(종합)
2020.08.27,"쿠팡 CFO ""코로나19로 거래량 15% 늘었지만 5천억원 추가지출"""
2020.08.27,"""비수도권도 갈수록 악화""…일부 지자체 초강경 대응 카드 꺼내"
2020.08.31,"쿠팡 서초1배송캠프, 코로나19 확진자 발생으로 폐쇄"
2020.08.31,확진자 발생으로 폐쇄된 쿠팡 서초1배송캠프
2020.08.31,쿠팡 서초1배송캠프 직원 코로나19 확진
2020.08.31,"쿠팡 서초 1캠프, 직원 코로나19 확진으로 폐쇄"
2020.08.31,방역강화 조치후 온라인 주문폭주…생필품 물류차질 우려(종합2보)
2020.09.01,"""코로나가 앞당긴 소매업 디지털 혁신, 중국·한국이 주도"""
2020.09.01,"""주요 배달 앱 월 결제액 1조원 이상…코로나 재확산에 더 증가"""
2020.09.01,"쿠팡 ""상반기 일자리 1만2천개 창출…배송직원 증가 영향"""
2020.09.01,거리두기 격상에 온라인 장보기 '대란'…과일 71% 품절
2020.09.01,"거리두기 격상에 온라인 장보기 '대란'…""결제하려니 품절""(종합)"
2020.09.01,"쿠팡, 코로나19 확진자 발생한 서초1배송캠프 재가동"
2020.09.02,"쿠팡 노동자들, 대표이사 등 고발 ""물류센터 집단감염 책임져야"""
2020.09.02,쿠팡서 아이폰X 등 2천만원어치 환불받고도 반품 안 한 30대
2020.09.03,"SPC그룹 에그슬럿, '사회적 거리두기'로 배달 서비스"
2020.09.03,"쿠팡 군포 배송캠프, 코로나19 확진자 발생으로 폐쇄"
2020.09.04,마스크 대란 중 2천700장 사들여 비싸게 되판 20대 집행유예
2020.09.04,"쿠팡, 광주에 물류기지 건립…2천240억 투자·2천명 일자리 창출"
2020.09.04,확진자 나온 쿠팡 군포배송캠프 접촉자 20명 진단검사
2020.09.04,"쿠팡 송파1·2배송캠프, 코로나19 확진자 발생으로 폐쇄"
2020.09.05,[속보] 서울 송파구 쿠팡송파2캠프 관련 어제 3명 확진
2020.09.05,광복절 집회 총 510명 확진…대구 동충하초 설명회도 집회 관련
2020.09.05,광복절 집회 총 510명 확진…대구 동충하초 설명회도 집회 관련(종합)
2020.09.06,"[이래도 되나요] 배달 폭증하자 수수료 줄인상…""배달팁 소비자에 부담시켜라"""
2020.09.06,"쿠팡, 고양물류센터서 또 확진자 발생…최근 한달간 11명 확진"
2020.09.06,"[3보] 신규확진 167명, 나흘째 100명대…감소세속 곳곳 산발감염 여전"
2020.09.06,"신규확진 167명, 나흘째 100명대…감소세속 곳곳 산발감염 여전(종합)"
2020.09.06,출입통제하는 쿠팡 고양물류센터
2020.09.06,쿠팡 고양물류센터 폐쇄
2020.09.06,쿠팡 고양물류센터 직원 가족 2명도 코로나19 확진
2020.09.06,물류센터 이어 콜센터서 새 집단감염…사랑제일교회 총 1천162명
2020.09.06,쿠팡 고양물류센터 협력업체 직원 가족 2명도 코로나19 확진(종합)
2020.09.07,수도권 집단발병 지속…오늘부터 프랜차이즈 빵집도 영업제한
2020.09.07,[전국 주요 신문 톱뉴스](7일 조간)
2020.09.07,"'배달대란'에 치솟은 배달 대행비, 음식 가격도 끌어올리나"
2020.09.07,"지인·가족 사이에서도 집단감염…서울시 ""소모임도 삼가 달라"""
2020.09.07,"쿠팡, 코로나19 확진자 발생한 고양 물류센터 재가동"
2020.09.07,서울 코로나19 사망자 급증세…신규 확진은 24일만에 40명대(종합)
2020.09.07,오늘 오후6시까지 서울 43명 코로나19 신규확진…누계 4천405명
2020.09.07,[연합뉴스 이 시각 헤드라인] - 20:00
2020.09.08,"""8월 배민·요기요 등 결제 금액 1조2천억원…역대 최대"""
2020.09.08,서울 어제 67명 신규확진…사망자는 하루새 4명 늘어
2020.09.08,"인천, 확진자 접촉 30대 코로나19 감염…지역 누적 800명"
2020.09.08,서울 어제 67명 신규확진…사망자는 하루새 4명 늘어(종합)
2020.09.08,[속보] 서울 송파구 쿠팡송파2캠프 관련 4명 추가 확진…총 10명
2020.09.08,종교시설-유치원-소모임 등 곳곳서 감염…코로나19 확산세 지속
2020.09.08,안양서 송파 쿠팡물류센터 관련 1명 확진
2020.09.08,종교시설-유치원-소모임 등 곳곳서 감염…코로나19 확산세 지속(종합)
2020.09.08,오늘 오후 6시까지 서울 33명 추가확진…누계 4천462명
2020.09.09,주요 온라인몰에 소상공인 전용관 '쏠쏠마켓'…서울시가 지원
2020.09.09,"[3보] 신규확진 156명 1주일째 100명대…사망 3명 증가, 곳곳 감염지속"
2020.09.09,신규확진 156명 1주일째 100명대 유지속 소폭 증가세…감염 지속(종합)
2020.09.09,서울 어제 49명 확진…26일 만에 평일 40명대
2020.09.09,서울 어제 49명 확진…26일 만에 평일 40명대(종합)
2020.09.09,[속보] 서울 송파구 쿠팡물류센터 관련 2명 추가 확진…총 12명
2020.09.09,서울-대전-광주-울산 등 곳곳서 산발적 집단감염 지속 확산
2020.09.09,서울-대전-광주-울산 등 곳곳서 산발적 집단감염 지속 확산(종합)
2020.09.09,"한강공원서 배달앱 쓰면 ""멈춰주세요"" 안내문 뜬다(종합)"
2020.09.09,"[PRNewswire] 중국 Xiangpiaopiao의 Meco 과일차, 한국 GS25 편의점에 진출"
2020.09.09,오늘 오후 6시까지 서울 42명 추가확진…누계 4천520명
2020.09.10,곳곳 산발감염에 100명대 횡보…신규 확진자 두 자릿수는 언제쯤
2020.09.10,"온라인몰, 지역 농가·소상공인 판로 지원 나선다"
2020.09.10,"[3보] 신규확진 155명, 8일째 100명대…감소세 '주춤' 중환자 '증가'"
2020.09.10,"신규확진 155명, 8일째 100명대…감소세 '주춤' 중환자 '증가'(종합)"
2020.09.10,"온·오프라인 유통업계, 지역 농가·소상공인 판로 지원 나서(종합)"
2020.09.10,서울 어제 48명 코로나19 확진…이틀째 40명대 유지
2020.09.10,서울 어제 48명 확진…세브란스병원 집단감염 '비상'(종합)
2020.09.10,[속보] 서울 송파구 쿠팡 물류센터 관련 1명 추가 확진…총 13명
2020.09.10,대형병원-고시원-산악모임까지…곳곳서 산발적 감염 여파 지속
2020.09.10,"""노동자는 일회용품 아니다""…노동계, 중대재해기업처벌법 촉구"
2020.09.10,[경북소식] 농식품 산업대전 11일부터 온라인으로
2020.09.10,대형병원-고시원-산악모임까지…곳곳서 산발적 집단감염 지속(종합)
2020.09.10,정당한 사유로 배송 늦으면 택배기사에 '페널티 부과 금지' 권고
2020.09.10,"온라인쇼핑몰 업계 ""신용정보에 주문내역정보 포함해선 안돼"""
2020.09.10,오늘 오후 6시까지 서울 55명 추가확진…누계 4천581명
2020.09.11,"[3보] 신규확진 176명, 9일째 100명대지만 규모는 커져…사망 4명 증가"
2020.09.11,"신규확진 176명, 9일째 100명대지만 규모는 커져…사망 4명 증가(종합)"
2020.09.11,서울 어제 63명 확진…사흘 만에 다시 60명대로 늘어
2020.09.11,"쿠팡, 경북 김천에 2022년까지 첨단물류센터 건립"
2020.09.11,"[속보] 서울시 ""쿠팡 관련 소모임·직장·주거공간 n차감염 지속중"""
2020.09.11,"쿠팡 관련 3명 또 확진…""소모임·직장·주거공간 n차감염 지속"""
2020.09.11,"서울 어제 63명 확진…""세브란스병원 집단감염 누적 23명""(종합)"
2020.09.11,[속보] 서울 송파구 쿠팡물류센터 관련 3명 추가 확진…총 16명
2020.09.11,요양병원-노인시설 잇단 무더기 확진…감염취약지 관리 '비상'
2020.09.11,쿠팡물류센터 관련 3명 추가 확진…총 16명
2020.09.11,요양병원-노인시설 잇단 무더기 확진…감염취약지 관리 '비상'(종합)
2020.09.11,오늘 오후6시까지 서울 코로나19 환자 44명 추가…곳곳 집단발병
2020.09.12,[이래도 되나요] 수천만원 꿀꺽하고 배째라…환불제 비웃은 진상 고객들
2020.09.12,[3보] 신규확진 136명 열흘째 100명대…규모 작아졌지만 한달째 세자리
2020.09.12,신규확진 136명 열흘째 100명대…규모 작아졌지만 한달째 세자리(종합)
2020.09.12,[전국 주요 신문 톱뉴스](12일 조간)
2020.09.12,서울 어제 50명 확진…소규모 집단감염 계속
2020.09.12,[속보] 서울 송파구 쿠팡물류센터 관련 3명 추가 확진…총 19명
2020.09.12,대형병원-종교시설-설명회 등 곳곳서 산발적 집단감염 지속
2020.09.13,광주형 일자리 완성차 공장 건립 순항…채용도 순조
2020.09.13,"""놀 수는 없고…"" 코로나에 '배달알바' 뛰는 자영업자·휴직자"
2020.09.13,[3보] 신규확진 121명 11일째 100명대…지역발생 99명 한달만에 두자리
2020.09.13,신규확진 121명 11일째 100명대…지역발생 99명 한달만에 두자리(종합)
2020.09.13,[연합뉴스 이 시각 헤드라인] - 10:00
2020.09.13,[연합뉴스 이 시각 헤드라인] - 15:00
2020.09.14,"쿠팡, 200억원 조성해 배송직원 자녀 교육비 지원"
2020.09.15,"사각지대 없는 코로나19 피해 지원…경남도, 민생경제대책 마련"
2020.09.16,"쿠팡, 프리미엄 식품 전문관 '파인 테이블' 개장"
2020.09.17,"쿠팡 찾은 성윤모 장관 ""철저한 방역·배송기사 안전"" 당부"
2020.09.17,유통물류센터 현장 방문한 성윤모 장관
2020.09.17,"성윤모 장관, 추석 명절 대비 유통물류센터 방역현장 방문"
2020.09.17,"택배업계, 추석 성수기 일평균 인력 1만여명 추가 투입한다"
2020.09.17,"중기부, 한국형 유니콘 기업 기준 만든다"
2020.09.18,"쿠팡, 가전 이어 가구도 다음날 설치…전문설치 서비스 확대"
2020.09.18,"쿠팡, 코로나19 확진자 발생했던 송파 1·2배송캠프 재가동"
2020.09.18,코로나19 여파로 올해 택배 물량 전년보다 20% 증가
2020.09.18,[신간] 도시의 미래·전태일 평전
2020.09.18,"쿠팡 남양주2배송캠프, 코로나19 확진자 발생으로 폐쇄"
2020.09.19,새 집단감염 강남 부동산업체 누적 확진 24명…코로나 지속 확산(종합)
2020.09.19,"쿠팡, 코로나19 확진자 발생했던 남양주2배송캠프 재가동"
2020.09.20,"""온라인플랫폼서 위조상품 거래 성행…소비자보호장치 마련해야"""
2020.09.20,"정부 ""추석 전 전통시장 방역강화…비대면·온라인 판매 촉진"""
2020.09.21,"[게시판] 쿠팡, 고려대 보건대학원과 방역 강화 업무협약"
2020.09.21,"""쿠팡·옥션 판매 백시멘트ㆍ황토제품서 석면 검출"""
2020.09.21,"쿠팡, 고려대 보건대학원과 방역 강화 업무협약"
2020.09.21,"방역실태 알린 쿠팡 노동자들, 사측 상대 해고무효소송"
2020.09.22,"쿠팡, 신입 개발자 공채…원서접수부터 인터뷰까지 모두 온라인"
2020.09.23,"중견기업계, IT기업과 손잡고 '디지털 전환' 본격 추진"
2020.09.24,"""쉽지 않네""…일부 온라인 유통업체 유료회원제 중단"
2020.09.24,"모바일인덱스, 안드로이드·iOS 빅데이터 모두 분석한다"
2020.09.24,새벽배송 차량 사고 폭증…상반기에만 3년치 합한 수준
2020.09.24,"이통 판매점들 ""이통사, 쿠팡·카카오 대리점 계약 철회해야"""
2020.09.24,"확진자 잇단 발생 쿠팡, 안전관리 임원 2명 영입"
2020.09.28,이통사 거치지않은 자급제 단말 비중 10%…쿠팡판매량 16배 증가
2020.09.28,"온라인플랫폼, 입점업체에 갑질하면 위반액의 2배 과징금"
2020.09.28,네이버·카카오·쿠팡·배민 등 '공룡플랫폼' 갑질 제재법 나와
2020.09.28,네이버·카카오·쿠팡·배민 등 '공룡플랫폼' 갑질 제재법 나와(종합)
2020.09.28,"온라인플랫폼, 입점업체에 갑질하면 위반액의 2배 과징금(종합)"
2020.09.28,"""쿠팡의 집단감염 대책은 감시·징계…아파도 병원 못갔다"""
2020.09.29,"""우리 온라인 쇼핑몰은 추석 연휴에도 배송합니다"""
2020.09.29,[연합시론] 플랫폼 갑질 제재법 불가피하나 규제 리스크는 경계해야
2020.09.29,"구글 ""네이버·카카오도 구글 아니면 글로벌 진출 어려웠을 것"""
2020.10.02,비대면 소비 시대…유통업과 배달업의 경계가 무너지고 있다
2020.10.03,시장 배달부터 수출까지…소상공인·중기 지원 나선 유통사
2020.10.04,집에서 만나는 전통시장 맛집
2020.10.04,'시장 맛집도 배달이 된다고요?'
2020.10.04,쿠팡이츠 전통시장 배달 서비스 시작
2020.10.04,'전통시장 맛집을 집에서 즐기자'
2020.10.05,"온라인플랫폼법, 국내외 26개사 적용…입점업체만 150만개"
2020.10.05,서울 영등포구 반려견 축제 '선유랑댕댕이랑'
2020.10.06,코로나19 장기화로 '집콕' 수혜 브랜드 뜬다
2020.10.06,"상생 위해 손잡은 배민-라이더…""쿠팡이츠 등 모두 참여하길"""
2020.10.06,실체 드러난 네이버의 검색 알고리즘 조작…신뢰성 타격 불가피
2020.10.06,"이커머스업계 ""의혹이 사실로""…네이버 감독 강화 목소리도"
2020.10.07,"새벽배송의 승자는?…소비자원, 첫 만족도 조사한다"
2020.10.08,"아모레 가맹점 20개월새 ⅓ 사라져…""본사 온라인 정책 탓"""
2020.10.09,[SNS세상] 470만원대 샤넬 백이 24만원?…비대면 거래 늘자 '짝퉁'도 활개
2020.10.11,온라인플랫폼 소비자 피해 막는다…전자상거래법 개정 추진
2020.10.11,온라인플랫폼 소비자 피해 막는다…전자상거래법 개정 추진(종합)
2020.10.13,"일자리위원회 ""택배기사 주 5일 근무제 도입 검토해야"""
2020.10.13,"광주시, 지역 중소기업 온라인 판로 지원"
2020.10.14,"이륜차 배송·대리운전 표준계약서 도입…""불공정 관행 근절"""
2020.10.15,쿠팡 시흥 배송캠프서 코로나19 확진자…캠프 폐쇄
2020.10.15,이마트·SSG닷컴 통합 전략 추진…정용진 '승부수' 통할까
2020.10.16,"쏘카, 600억원 투자 유치…""모빌리티 첫 유니콘 기업"""
2020.10.16,택배 종사자 또 숨져…이번엔 쿠팡 물류센터 20대 일용직
2020.10.16,택배 종사자 또 숨져…이번엔 쿠팡 물류센터 20대 일용직(종합)
2020.10.19,[연합시론] 택배기사 잇단 과로사…특단대책 강구해야
2020.10.19,'택배노동자 사망' 국감서 따진다…쿠팡 자회사 전무 증인 채택
2020.10.20,"""기업가치 1조 돌파 국내 유니콘기업 20개""…면면 보니"
2020.10.22,쿠팡 본사 앞 '쿠팡 규탄 및 유가족 면담 요구 기자회견'
2020.10.22,쿠팡 면담 요구하는 택배노동자과로사대책위
2020.10.22,'쿠팡은 노동자 과로사 인정하라'
2020.10.22,'쿠팡은 노동자 과로사 사과하라!'
2020.10.22,쿠팡 사망 노동자 근무표 들어 보이는 유가족
2020.10.22,발언하는 쿠팡 물류센터 사망 노동자 유가족
2020.10.22,'쿠팡은 과로사 노동자 유족에게 사과하라!'
2020.10.22,"택배 대책위 ""CJ대한통운 대책 환영…정부·정치권 나서야"""
